Sensors in this area:
Sensor1 (lat:44, long:-0.3) ()
Sensor2 (lat:44, long:0.4) ()
Sensor11 (lat:44.4, long:-0.3) ()
Sensor12 (lat:44.4, long:0.4) ()
Sensor66 (lat:46.4, long:3.2) ()
Sensor76 (lat:46.8, long:3.2) ()
Sensor77 (lat:46.8, long:3.9) ()
Sensor86 (lat:47.2, long:3.2) ()
Sensor87 (lat:47.2, long:3.9) ()
Sensor96 (lat:47.6, long:3.2) ()
Sensor97 (lat:47.6, long:3.9) ()
Measures for this area: 
2019-08-18 12:00:00 Sensor76 SO2 51.12
2019-08-18 12:00:00 Sensor76 PM10 55.29
2019-08-19 12:00:00 Sensor76 O3 48.89
2019-08-19 12:00:00 Sensor76 NO2 37.58
2019-08-19 12:00:00 Sensor76 SO2 44.71
2019-08-19 12:00:00 Sensor76 PM10 37.66
2019-08-20 12:00:00 Sensor76 O3 58.73
2019-08-20 12:00:00 Sensor76 NO2 35.64
2019-08-20 12:00:00 Sensor76 SO2 65.46
2019-08-20 12:00:00 Sensor76 PM10 33.77
2019-08-21 12:00:00 Sensor76 O3 42.52
2019-08-21 12:00:00 Sensor76 NO2 35.81
2019-08-21 12:00:00 Sensor76 SO2 45.84
2019-08-21 12:00:00 Sensor76 PM10 57.62
2019-08-22 12:00:00 Sensor76 O3 42.9
2019-08-22 12:00:00 Sensor76 NO2 44.26
2019-08-22 12:00:00 Sensor76 SO2 68.11
2019-08-22 12:00:00 Sensor76 PM10 58.15
2019-08-23 12:00:00 Sensor76 O3 40.8
2019-08-23 12:00:00 Sensor76 NO2 29.43
2019-08-23 12:00:00 Sensor76 SO2 41.78
2019-08-23 12:00:00 Sensor76 PM10 59.8
2019-08-24 12:00:00 Sensor76 O3 54.05
2019-08-24 12:00:00 Sensor76 NO2 53.94
2019-08-24 12:00:00 Sensor76 SO2 45.21
2019-08-24 12:00:00 Sensor76 PM10 56.48
2019-08-25 12:00:00 Sensor76 O3 64.37
2019-08-25 12:00:00 Sensor76 NO2 38.65
2019-08-25 12:00:00 Sensor76 SO2 60.37
2019-08-25 12:00:00 Sensor76 PM10 58.79
2019-08-26 12:00:00 Sensor76 O3 50.94
2019-08-26 12:00:00 Sensor76 NO2 43.38
2019-08-26 12:00:00 Sensor76 SO2 52.16
2019-08-26 12:00:00 Sensor76 PM10 54.12
2019-08-27 12:00:00 Sensor76 O3 46.47
2019-08-27 12:00:00 Sensor76 NO2 53.46
2019-08-27 12:00:00 Sensor76 SO2 33.38
2019-08-27 12:00:00 Sensor76 PM10 32.54
2019-08-28 12:00:00 Sensor76 O3 58.5
2019-08-28 12:00:00 Sensor76 NO2 41.79
2019-08-28 12:00:00 Sensor76 SO2 53.24
2019-08-28 12:00:00 Sensor76 PM10 50.34
2019-08-29 12:00:00 Sensor76 O3 52.92
2019-08-29 12:00:00 Sensor76 NO2 39.48
2019-08-29 12:00:00 Sensor76 SO2 64.19
2019-08-29 12:00:00 Sensor76 PM10 33.12
2019-08-30 12:00:00 Sensor76 O3 49.43
2019-08-30 12:00:00 Sensor76 NO2 50
2019-08-30 12:00:00 Sensor76 SO2 54.57
2019-08-30 12:00:00 Sensor76 PM10 53.11
2019-08-31 12:00:00 Sensor76 O3 62.94
2019-08-31 12:00:00 Sensor76 NO2 34.62
2019-08-31 12:00:00 Sensor76 SO2 50.35
2019-08-31 12:00:00 Sensor76 PM10 46.98
2019-09-01 12:00:00 Sensor76 O3 36.76
2019-09-01 12:00:00 Sensor76 NO2 40.34
2019-09-01 12:00:00 Sensor76 SO2 40.47
2019-09-01 12:00:00 Sensor76 PM10 50.46
2019-09-02 12:00:00 Sensor76 O3 46.52
2019-09-02 12:00:00 Sensor76 NO2 43.47
2019-09-02 12:00:00 Sensor76 SO2 40.83
2019-09-02 12:00:00 Sensor76 PM10 46.95
2019-09-03 12:00:00 Sensor76 O3 52.7
2019-09-03 12:00:00 Sensor76 NO2 43.79
2019-09-03 12:00:00 Sensor76 SO2 66.1
2019-09-03 12:00:00 Sensor76 PM10 53.02
2019-09-04 12:00:00 Sensor76 O3 46.25
2019-09-04 12:00:00 Sensor76 NO2 45.81
2019-09-04 12:00:00 Sensor76 SO2 44.41
2019-09-04 12:00:00 Sensor76 PM10 55.76
2019-09-05 12:00:00 Sensor76 O3 51.98
2019-09-05 12:00:00 Sensor76 NO2 43.36
2019-09-05 12:00:00 Sensor76 SO2 47.85
2019-09-05 12:00:00 Sensor76 PM10 41.28
2019-09-06 12:00:00 Sensor76 O3 40.81
2019-09-06 12:00:00 Sensor76 NO2 54.34
2019-09-06 12:00:00 Sensor76 SO2 38.92
2019-09-06 12:00:00 Sensor76 PM10 55.58
2019-09-07 12:00:00 Sensor76 O3 50.4
2019-09-07 12:00:00 Sensor76 NO2 44.49
2019-09-07 12:00:00 Sensor76 SO2 48.71
2019-09-07 12:00:00 Sensor76 PM10 56.04
2019-09-08 12:00:00 Sensor76 O3 31.33
2019-09-08 12:00:00 Sensor76 NO2 60.98
2019-09-08 12:00:00 Sensor76 SO2 28.97
2019-09-08 12:00:00 Sensor76 PM10 56.52
2019-09-09 12:00:00 Sensor76 O3 50.82
2019-09-09 12:00:00 Sensor76 NO2 47.88
2019-09-09 12:00:00 Sensor76 SO2 53.01
2019-09-09 12:00:00 Sensor76 PM10 44.62
2019-09-10 12:00:00 Sensor76 O3 56.22
2019-09-10 12:00:00 Sensor76 NO2 49.34
2019-09-10 12:00:00 Sensor76 SO2 55.41
2019-09-10 12:00:00 Sensor76 PM10 62.5
2019-09-11 12:00:00 Sensor76 O3 57.39
2019-09-11 12:00:00 Sensor76 NO2 43.36
2019-09-11 12:00:00 Sensor76 SO2 48.77
2019-09-11 12:00:00 Sensor76 PM10 43.25
2019-09-12 12:00:00 Sensor76 O3 32.65
2019-09-12 12:00:00 Sensor76 NO2 40
2019-09-12 12:00:00 Sensor76 SO2 47.57
2019-09-12 12:00:00 Sensor76 PM10 63.17
2019-09-13 12:00:00 Sensor76 O3 57.15
2019-09-13 12:00:00 Sensor76 NO2 40.52
2019-09-13 12:00:00 Sensor76 SO2 55.75
2019-09-13 12:00:00 Sensor76 PM10 60.4
2019-09-14 12:00:00 Sensor76 O3 51.93
2019-09-14 12:00:00 Sensor76 NO2 49.36
2019-09-14 12:00:00 Sensor76 SO2 69.76
2019-09-14 12:00:00 Sensor76 PM10 39.58
2019-09-15 12:00:00 Sensor76 O3 50.1
2019-09-15 12:00:00 Sensor76 NO2 42.02
2019-09-15 12:00:00 Sensor76 SO2 44.92
2019-09-15 12:00:00 Sensor76 PM10 43.43
2019-09-16 12:00:00 Sensor76 O3 38.73
2019-09-16 12:00:00 Sensor76 NO2 61.64
2019-09-16 12:00:00 Sensor76 SO2 52.33
2019-09-16 12:00:00 Sensor76 PM10 74.65
2019-09-17 12:00:00 Sensor76 O3 50.29
2019-09-17 12:00:00 Sensor76 NO2 34.98
2019-09-17 12:00:00 Sensor76 SO2 49.34
2019-09-17 12:00:00 Sensor76 PM10 28.88
2019-09-18 12:00:00 Sensor76 O3 35.08
2019-09-18 12:00:00 Sensor76 NO2 63.7
2019-09-18 12:00:00 Sensor76 SO2 44.11
2019-09-18 12:00:00 Sensor76 PM10 43.48
2019-09-19 12:00:00 Sensor76 O3 56
2019-09-19 12:00:00 Sensor76 NO2 57.99
2019-09-19 12:00:00 Sensor76 SO2 55.39
2019-09-19 12:00:00 Sensor76 PM10 35.9
2019-09-20 12:00:00 Sensor76 O3 59.5
2019-09-20 12:00:00 Sensor76 NO2 28.26
2019-09-20 12:00:00 Sensor76 SO2 43.54
2019-09-20 12:00:00 Sensor76 PM10 53.32
2019-09-21 12:00:00 Sensor76 O3 43.25
2019-09-21 12:00:00 Sensor76 NO2 57.34
2019-09-21 12:00:00 Sensor76 SO2 43.76
2019-09-21 12:00:00 Sensor76 PM10 36.72
2019-09-22 12:00:00 Sensor76 O3 38.21
2019-09-22 12:00:00 Sensor76 NO2 35.13
2019-09-22 12:00:00 Sensor76 SO2 33.67
2019-09-22 12:00:00 Sensor76 PM10 49.73
2019-09-23 12:00:00 Sensor76 O3 65.08
2019-09-23 12:00:00 Sensor76 NO2 45.32
2019-09-23 12:00:00 Sensor76 SO2 45.52
2019-09-23 12:00:00 Sensor76 PM10 55.49
2019-09-24 12:00:00 Sensor76 O3 61.12
2019-09-24 12:00:00 Sensor76 NO2 63.55
2019-09-24 12:00:00 Sensor76 SO2 49.43
2019-09-24 12:00:00 Sensor76 PM10 45.81
2019-09-25 12:00:00 Sensor76 O3 55.96
2019-09-25 12:00:00 Sensor76 NO2 54.13
2019-09-25 12:00:00 Sensor76 SO2 48.5
2019-09-25 12:00:00 Sensor76 PM10 67.15
2019-09-26 12:00:00 Sensor76 O3 52.79
2019-09-26 12:00:00 Sensor76 NO2 60.6
2019-09-26 12:00:00 Sensor76 SO2 44.98
2019-09-26 12:00:00 Sensor76 PM10 47.16
2019-09-27 12:00:00 Sensor76 O3 42.41
2019-09-27 12:00:00 Sensor76 NO2 31.73
2019-09-27 12:00:00 Sensor76 SO2 63.31
2019-09-27 12:00:00 Sensor76 PM10 52.43
2019-09-28 12:00:00 Sensor76 O3 62.38
2019-09-28 12:00:00 Sensor76 NO2 60.92
2019-09-28 12:00:00 Sensor76 SO2 55.52
2019-09-28 12:00:00 Sensor76 PM10 50.21
2019-09-29 12:00:00 Sensor76 O3 59.9
2019-09-29 12:00:00 Sensor76 NO2 45.53
2019-09-29 12:00:00 Sensor76 SO2 34.38
2019-09-29 12:00:00 Sensor76 PM10 57.62
2019-09-30 12:00:00 Sensor76 O3 59.06
2019-09-30 12:00:00 Sensor76 NO2 38.32
2019-09-30 12:00:00 Sensor76 SO2 48.34
2019-09-30 12:00:00 Sensor76 PM10 40.1
2019-10-01 12:00:00 Sensor76 O3 58.72
2019-10-01 12:00:00 Sensor76 NO2 31.61
2019-10-01 12:00:00 Sensor76 SO2 45.54
2019-10-01 12:00:00 Sensor76 PM10 57.4
2019-10-02 12:00:00 Sensor76 O3 40.38
2019-10-02 12:00:00 Sensor76 NO2 36.76
2019-10-02 12:00:00 Sensor76 SO2 36.11
2019-10-02 12:00:00 Sensor76 PM10 50.81
2019-10-03 12:00:00 Sensor76 O3 54.36
2019-10-03 12:00:00 Sensor76 NO2 40.06
2019-10-03 12:00:00 Sensor76 SO2 48.01
2019-10-03 12:00:00 Sensor76 PM10 54.17
2019-10-04 12:00:00 Sensor76 O3 38.53
2019-10-04 12:00:00 Sensor76 NO2 75.47
2019-10-04 12:00:00 Sensor76 SO2 56.59
2019-10-04 12:00:00 Sensor76 PM10 61.54
2019-10-05 12:00:00 Sensor76 O3 42.01
2019-10-05 12:00:00 Sensor76 NO2 53.23
2019-10-05 12:00:00 Sensor76 SO2 49.64
2019-10-05 12:00:00 Sensor76 PM10 47.51
2019-10-06 12:00:00 Sensor76 O3 43.75
2019-10-06 12:00:00 Sensor76 NO2 38.29
2019-10-06 12:00:00 Sensor76 SO2 47.33
2019-10-06 12:00:00 Sensor76 PM10 39.81
2019-10-07 12:00:00 Sensor76 O3 39.49
2019-10-07 12:00:00 Sensor76 NO2 50.69
2019-10-07 12:00:00 Sensor76 SO2 50.6
2019-10-07 12:00:00 Sensor76 PM10 59.77
2019-10-08 12:00:00 Sensor76 O3 50.84
2019-10-08 12:00:00 Sensor76 NO2 43.38
2019-10-08 12:00:00 Sensor76 SO2 43.07
2019-10-08 12:00:00 Sensor76 PM10 59.12
2019-10-09 12:00:00 Sensor76 O3 58.28
2019-10-09 12:00:00 Sensor76 NO2 53.02
2019-10-09 12:00:00 Sensor76 SO2 49.07
2019-10-09 12:00:00 Sensor76 PM10 60.17
2019-10-10 12:00:00 Sensor76 O3 39.8
2019-10-10 12:00:00 Sensor76 NO2 31.66
2019-10-10 12:00:00 Sensor76 SO2 67.48
2019-10-10 12:00:00 Sensor76 PM10 32.52
2019-10-11 12:00:00 Sensor76 O3 63.31
2019-10-11 12:00:00 Sensor76 NO2 46.32
2019-10-11 12:00:00 Sensor76 SO2 58.86
2019-10-11 12:00:00 Sensor76 PM10 51.26
2019-10-12 12:00:00 Sensor76 O3 59.42
2019-10-12 12:00:00 Sensor76 NO2 45.43
2019-10-12 12:00:00 Sensor76 SO2 56.76
2019-10-12 12:00:00 Sensor76 PM10 40.6
2019-10-13 12:00:00 Sensor76 O3 39.7
2019-10-13 12:00:00 Sensor76 NO2 35
2019-10-13 12:00:00 Sensor76 SO2 34.7
2019-10-13 12:00:00 Sensor76 PM10 70.19
2019-10-14 12:00:00 Sensor76 O3 54.94
2019-10-14 12:00:00 Sensor76 NO2 50.81
2019-10-14 12:00:00 Sensor76 SO2 36.22
2019-10-14 12:00:00 Sensor76 PM10 52.9
2019-10-15 12:00:00 Sensor76 O3 64.71
2019-10-15 12:00:00 Sensor76 NO2 37.24
2019-10-15 12:00:00 Sensor76 SO2 42.92
2019-10-15 12:00:00 Sensor76 PM10 46.24
2019-10-16 12:00:00 Sensor76 O3 52.45
2019-10-16 12:00:00 Sensor76 NO2 50.91
2019-10-16 12:00:00 Sensor76 SO2 52.94
2019-10-16 12:00:00 Sensor76 PM10 45.92
2019-10-17 12:00:00 Sensor76 O3 52.42
2019-10-17 12:00:00 Sensor76 NO2 68.53
2019-10-17 12:00:00 Sensor76 SO2 45.72
2019-10-17 12:00:00 Sensor76 PM10 60.49
2019-10-18 12:00:00 Sensor76 O3 55.95
2019-10-18 12:00:00 Sensor76 NO2 45.62
2019-10-18 12:00:00 Sensor76 SO2 48.38
2019-10-18 12:00:00 Sensor76 PM10 41.58
2019-10-19 12:00:00 Sensor76 O3 39.25
2019-10-19 12:00:00 Sensor76 NO2 51.43
2019-10-19 12:00:00 Sensor76 SO2 47.02
2019-10-19 12:00:00 Sensor76 PM10 61.74
2019-10-20 12:00:00 Sensor76 O3 51.2
2019-10-20 12:00:00 Sensor76 NO2 62.3
2019-10-20 12:00:00 Sensor76 SO2 50.98
2019-10-20 12:00:00 Sensor76 PM10 46.95
2019-10-21 12:00:00 Sensor76 O3 52.24
2019-10-21 12:00:00 Sensor76 NO2 49.66
2019-10-21 12:00:00 Sensor76 SO2 57.07
2019-10-21 12:00:00 Sensor76 PM10 44.16
2019-10-22 12:00:00 Sensor76 O3 35.28
2019-10-22 12:00:00 Sensor76 NO2 41.9
2019-10-22 12:00:00 Sensor76 SO2 31.85
2019-10-22 12:00:00 Sensor76 PM10 41.05
2019-10-23 12:00:00 Sensor76 O3 65.91
2019-10-23 12:00:00 Sensor76 NO2 56.42
2019-10-23 12:00:00 Sensor76 SO2 32.23
2019-10-23 12:00:00 Sensor76 PM10 50.87
2019-10-24 12:00:00 Sensor76 O3 38.94
2019-10-24 12:00:00 Sensor76 NO2 49.37
2019-10-24 12:00:00 Sensor76 SO2 43.89
2019-10-24 12:00:00 Sensor76 PM10 62.52
2019-10-25 12:00:00 Sensor76 O3 44.1
2019-10-25 12:00:00 Sensor76 NO2 50.93
2019-10-25 12:00:00 Sensor76 SO2 58.08
2019-10-25 12:00:00 Sensor76 PM10 56.9
2019-10-26 12:00:00 Sensor76 O3 47.08
2019-10-26 12:00:00 Sensor76 NO2 56.18
2019-10-26 12:00:00 Sensor76 SO2 46.92
2019-10-26 12:00:00 Sensor76 PM10 52
2019-10-27 12:00:00 Sensor76 O3 69.65
2019-10-27 12:00:00 Sensor76 NO2 46.23
2019-10-27 12:00:00 Sensor76 SO2 52.4
2019-10-27 12:00:00 Sensor76 PM10 63.42
2019-10-28 12:00:00 Sensor76 O3 29.31
2019-10-28 12:00:00 Sensor76 NO2 60.22
2019-10-28 12:00:00 Sensor76 SO2 42.84
2019-10-28 12:00:00 Sensor76 PM10 37.67
2019-10-29 12:00:00 Sensor76 O3 60.38
2019-10-29 12:00:00 Sensor76 NO2 53.1
2019-10-29 12:00:00 Sensor76 SO2 55.49
2019-10-29 12:00:00 Sensor76 PM10 57.92
2019-10-30 12:00:00 Sensor76 O3 48.28
2019-10-30 12:00:00 Sensor76 NO2 49.78
2019-10-30 12:00:00 Sensor76 SO2 35.52
2019-10-30 12:00:00 Sensor76 PM10 53.08
2019-10-31 12:00:00 Sensor76 O3 61.42
2019-10-31 12:00:00 Sensor76 NO2 35.98
2019-10-31 12:00:00 Sensor76 SO2 33.1
2019-10-31 12:00:00 Sensor76 PM10 50.03
2019-11-01 12:00:00 Sensor76 O3 54.09
2019-11-01 12:00:00 Sensor76 NO2 37.08
2019-11-01 12:00:00 Sensor76 SO2 48.26
2019-11-01 12:00:00 Sensor76 PM10 33.08
2019-11-02 12:00:00 Sensor76 O3 58.21
2019-11-02 12:00:00 Sensor76 NO2 49.78
2019-11-02 12:00:00 Sensor76 SO2 42.1
2019-11-02 12:00:00 Sensor76 PM10 44.91
2019-11-03 12:00:00 Sensor76 O3 40.8
2019-11-03 12:00:00 Sensor76 NO2 56.16
2019-11-03 12:00:00 Sensor76 SO2 51.15
2019-11-03 12:00:00 Sensor76 PM10 52.52
2019-11-04 12:00:00 Sensor76 O3 52.28
2019-11-04 12:00:00 Sensor76 NO2 40.16
2019-11-04 12:00:00 Sensor76 SO2 51.78
2019-11-04 12:00:00 Sensor76 PM10 47.4
2019-11-05 12:00:00 Sensor76 O3 58.6
2019-11-05 12:00:00 Sensor76 NO2 53.22
2019-11-05 12:00:00 Sensor76 SO2 39.2
2019-11-05 12:00:00 Sensor76 PM10 40.63
2019-11-06 12:00:00 Sensor76 O3 47.02
2019-11-06 12:00:00 Sensor76 NO2 45.71
2019-11-06 12:00:00 Sensor76 SO2 52.17
2019-11-06 12:00:00 Sensor76 PM10 53
2019-11-07 12:00:00 Sensor76 O3 40.34
2019-11-07 12:00:00 Sensor76 NO2 42.33
2019-11-07 12:00:00 Sensor76 SO2 46.54
2019-11-07 12:00:00 Sensor76 PM10 40.7
2019-11-08 12:00:00 Sensor76 O3 52.17
2019-11-08 12:00:00 Sensor76 NO2 35.12
2019-11-08 12:00:00 Sensor76 SO2 39.61
2019-11-08 12:00:00 Sensor76 PM10 39.19
2019-11-09 12:00:00 Sensor76 O3 37.96
2019-11-09 12:00:00 Sensor76 NO2 52.66
2019-11-09 12:00:00 Sensor76 SO2 59.89
2019-11-09 12:00:00 Sensor76 PM10 61.93
2019-11-10 12:00:00 Sensor76 O3 35.27
2019-11-10 12:00:00 Sensor76 NO2 44.15
2019-11-10 12:00:00 Sensor76 SO2 51.91
2019-11-10 12:00:00 Sensor76 PM10 58.14
2019-11-11 12:00:00 Sensor76 O3 35.4
2019-11-11 12:00:00 Sensor76 NO2 40.05
2019-11-11 12:00:00 Sensor76 SO2 62.07
2019-11-11 12:00:00 Sensor76 PM10 52.36
2019-11-12 12:00:00 Sensor76 O3 47.99
2019-11-12 12:00:00 Sensor76 NO2 48.84
2019-11-12 12:00:00 Sensor76 SO2 61.04
2019-11-12 12:00:00 Sensor76 PM10 61.48
2019-11-13 12:00:00 Sensor76 O3 29.73
2019-11-13 12:00:00 Sensor76 NO2 46.71
2019-11-13 12:00:00 Sensor76 SO2 33.28
2019-11-13 12:00:00 Sensor76 PM10 42.92
2019-11-14 12:00:00 Sensor76 O3 52.05
2019-11-14 12:00:00 Sensor76 NO2 44.57
2019-11-14 12:00:00 Sensor76 SO2 60.83
2019-11-14 12:00:00 Sensor76 PM10 50.92
2019-11-15 12:00:00 Sensor76 O3 49.74
2019-11-15 12:00:00 Sensor76 NO2 53.21
2019-11-15 12:00:00 Sensor76 SO2 47.34
2019-11-15 12:00:00 Sensor76 PM10 48.27
2019-11-16 12:00:00 Sensor76 O3 63.45
2019-11-16 12:00:00 Sensor76 NO2 33.71
2019-11-16 12:00:00 Sensor76 SO2 49.36
2019-11-16 12:00:00 Sensor76 PM10 45.76
2019-11-17 12:00:00 Sensor76 O3 47.95
2019-11-17 12:00:00 Sensor76 NO2 64.04
2019-11-17 12:00:00 Sensor76 SO2 53.69
2019-11-17 12:00:00 Sensor76 PM10 50.12
2019-11-18 12:00:00 Sensor76 O3 55.19
2019-11-18 12:00:00 Sensor76 NO2 69.37
2019-11-18 12:00:00 Sensor76 SO2 46.9
2019-11-18 12:00:00 Sensor76 PM10 52.24
2019-11-19 12:00:00 Sensor76 O3 64.59
2019-11-19 12:00:00 Sensor76 NO2 51.71
2019-11-19 12:00:00 Sensor76 SO2 40.2
2019-11-19 12:00:00 Sensor76 PM10 54.46
2019-11-20 12:00:00 Sensor76 O3 69.96
2019-11-20 12:00:00 Sensor76 NO2 55.62
2019-11-20 12:00:00 Sensor76 SO2 39.05
2019-11-20 12:00:00 Sensor76 PM10 39.93
2019-11-21 12:00:00 Sensor76 O3 50.49
2019-11-21 12:00:00 Sensor76 NO2 54.13
2019-11-21 12:00:00 Sensor76 SO2 57.8
2019-11-21 12:00:00 Sensor76 PM10 48.38
2019-11-22 12:00:00 Sensor76 O3 51.28
2019-11-22 12:00:00 Sensor76 NO2 38.2
2019-11-22 12:00:00 Sensor76 SO2 49.27
2019-11-22 12:00:00 Sensor76 PM10 43.69
2019-11-23 12:00:00 Sensor76 O3 44.51
2019-11-23 12:00:00 Sensor76 NO2 57.08
2019-11-23 12:00:00 Sensor76 SO2 62.53
2019-11-23 12:00:00 Sensor76 PM10 54.8
2019-11-24 12:00:00 Sensor76 O3 42.73
2019-11-24 12:00:00 Sensor76 NO2 43.06
2019-11-24 12:00:00 Sensor76 SO2 59.3
2019-11-24 12:00:00 Sensor76 PM10 59.94
2019-11-25 12:00:00 Sensor76 O3 35.51
2019-11-25 12:00:00 Sensor76 NO2 59.85
2019-11-25 12:00:00 Sensor76 SO2 60.71
2019-11-25 12:00:00 Sensor76 PM10 55.58
2019-11-26 12:00:00 Sensor76 O3 51.55
2019-11-26 12:00:00 Sensor76 NO2 74.66
2019-11-26 12:00:00 Sensor76 SO2 51.27
2019-11-26 12:00:00 Sensor76 PM10 42.57
2019-11-27 12:00:00 Sensor76 O3 39.58
2019-11-27 12:00:00 Sensor76 NO2 38.42
2019-11-27 12:00:00 Sensor76 SO2 43.07
2019-11-27 12:00:00 Sensor76 PM10 48.26
2019-11-28 12:00:00 Sensor76 O3 61.81
2019-11-28 12:00:00 Sensor76 NO2 37.97
2019-11-28 12:00:00 Sensor76 SO2 57.28
2019-11-28 12:00:00 Sensor76 PM10 59.27
2019-11-29 12:00:00 Sensor76 O3 51.76
2019-11-29 12:00:00 Sensor76 NO2 47.95
2019-11-29 12:00:00 Sensor76 SO2 35.58
2019-11-29 12:00:00 Sensor76 PM10 26.72
2019-11-30 12:00:00 Sensor76 O3 40.89
2019-11-30 12:00:00 Sensor76 NO2 63.07
2019-11-30 12:00:00 Sensor76 SO2 39
2019-11-30 12:00:00 Sensor76 PM10 45.21
2019-12-01 12:00:00 Sensor76 O3 49.58
2019-12-01 12:00:00 Sensor76 NO2 53.06
2019-12-01 12:00:00 Sensor76 SO2 51.92
2019-12-01 12:00:00 Sensor76 PM10 50.29
2019-12-02 12:00:00 Sensor76 O3 58.82
2019-12-02 12:00:00 Sensor76 NO2 57.05
2019-12-02 12:00:00 Sensor76 SO2 45.48
2019-12-02 12:00:00 Sensor76 PM10 46.87
2019-12-03 12:00:00 Sensor76 O3 48.82
2019-12-03 12:00:00 Sensor76 NO2 40.34
2019-12-03 12:00:00 Sensor76 SO2 64.11
2019-12-03 12:00:00 Sensor76 PM10 53.05
2019-12-04 12:00:00 Sensor76 O3 44.61
2019-12-04 12:00:00 Sensor76 NO2 60.94
2019-12-04 12:00:00 Sensor76 SO2 44.68
2019-12-04 12:00:00 Sensor76 PM10 51.7
2019-12-05 12:00:00 Sensor76 O3 42.55
2019-12-05 12:00:00 Sensor76 NO2 47.22
2019-12-05 12:00:00 Sensor76 SO2 49.53
2019-12-05 12:00:00 Sensor76 PM10 53.64
2019-12-06 12:00:00 Sensor76 O3 57.11
2019-12-06 12:00:00 Sensor76 NO2 46.79
2019-12-06 12:00:00 Sensor76 SO2 50.71
2019-12-06 12:00:00 Sensor76 PM10 57.45
2019-12-07 12:00:00 Sensor76 O3 54.21
2019-12-07 12:00:00 Sensor76 NO2 50.88
2019-12-07 12:00:00 Sensor76 SO2 50.96
2019-12-07 12:00:00 Sensor76 PM10 35.36
2019-12-08 12:00:00 Sensor76 O3 54.24
2019-12-08 12:00:00 Sensor76 NO2 54.46
2019-12-08 12:00:00 Sensor76 SO2 46.55
2019-12-08 12:00:00 Sensor76 PM10 48.92
2019-12-09 12:00:00 Sensor76 O3 49.71
2019-12-09 12:00:00 Sensor76 NO2 35.84
2019-12-09 12:00:00 Sensor76 SO2 49.15
2019-12-09 12:00:00 Sensor76 PM10 34.81
2019-12-10 12:00:00 Sensor76 O3 50.83
2019-12-10 12:00:00 Sensor76 NO2 55.49
2019-12-10 12:00:00 Sensor76 SO2 57.86
2019-12-10 12:00:00 Sensor76 PM10 36.51
2019-12-11 12:00:00 Sensor76 O3 72.49
2019-12-11 12:00:00 Sensor76 NO2 68.45
2019-12-11 12:00:00 Sensor76 SO2 33.4
2019-12-11 12:00:00 Sensor76 PM10 59.51
2019-12-12 12:00:00 Sensor76 O3 38.43
2019-12-12 12:00:00 Sensor76 NO2 45.74
2019-12-12 12:00:00 Sensor76 SO2 55.68
2019-12-12 12:00:00 Sensor76 PM10 51.95
2019-12-13 12:00:00 Sensor76 O3 55.13
2019-12-13 12:00:00 Sensor76 NO2 63.7
2019-12-13 12:00:00 Sensor76 SO2 24.52
2019-12-13 12:00:00 Sensor76 PM10 36.71
2019-12-14 12:00:00 Sensor76 O3 51.09
2019-12-14 12:00:00 Sensor76 NO2 61.06
2019-12-14 12:00:00 Sensor76 SO2 47.38
2019-12-14 12:00:00 Sensor76 PM10 44.81
2019-12-15 12:00:00 Sensor76 O3 50.67
2019-12-15 12:00:00 Sensor76 NO2 46.96
2019-12-15 12:00:00 Sensor76 SO2 43.91
2019-12-15 12:00:00 Sensor76 PM10 38.35
2019-12-16 12:00:00 Sensor76 O3 64.61
2019-12-16 12:00:00 Sensor76 NO2 58.61
2019-12-16 12:00:00 Sensor76 SO2 51.82
2019-12-16 12:00:00 Sensor76 PM10 61.85
2019-12-17 12:00:00 Sensor76 O3 49.43
2019-12-17 12:00:00 Sensor76 NO2 40.87
2019-12-17 12:00:00 Sensor76 SO2 54.8
2019-12-17 12:00:00 Sensor76 PM10 41.68
2019-12-18 12:00:00 Sensor76 O3 49.73
2019-12-18 12:00:00 Sensor76 NO2 38.34
2019-12-18 12:00:00 Sensor76 SO2 50.03
2019-12-18 12:00:00 Sensor76 PM10 50.32
2019-12-19 12:00:00 Sensor76 O3 46.03
2019-12-19 12:00:00 Sensor76 NO2 47.4
2019-12-19 12:00:00 Sensor76 SO2 65.75
2019-12-19 12:00:00 Sensor76 PM10 49.97
2019-12-20 12:00:00 Sensor76 O3 62.1
2019-12-20 12:00:00 Sensor76 NO2 65.9
2019-12-20 12:00:00 Sensor76 SO2 63.49
2019-12-20 12:00:00 Sensor76 PM10 55.02
2019-12-21 12:00:00 Sensor76 O3 52.86
2019-12-21 12:00:00 Sensor76 NO2 48.39
2019-12-21 12:00:00 Sensor76 SO2 35.85
2019-12-21 12:00:00 Sensor76 PM10 53.36
2019-12-22 12:00:00 Sensor76 O3 45.6
2019-12-22 12:00:00 Sensor76 NO2 55.24
2019-12-22 12:00:00 Sensor76 SO2 43.22
2019-12-22 12:00:00 Sensor76 PM10 59.82
2019-12-23 12:00:00 Sensor76 O3 60.22
2019-12-23 12:00:00 Sensor76 NO2 48.38
2019-12-23 12:00:00 Sensor76 SO2 55.05
2019-12-23 12:00:00 Sensor76 PM10 50
2019-12-24 12:00:00 Sensor76 O3 32.76
2019-12-24 12:00:00 Sensor76 NO2 48.75
2019-12-24 12:00:00 Sensor76 SO2 49.73
